title,abstract,year,venue,journal,authors,doi,url,referenceCount,citationCount,influentialCitationCount,fieldsOfStudy,s2FieldsOfStudy,isOpenAccess,openAccessPdf,publicationTypes,publicationDate
Do Agricultural stakeholder panels enhance post-harvest loss reduction? Evidence from Malawi,"Post-harvest loss significantly affects food security in sub-Saharan Africa (SSA) and elsewhere across developing countries. Weak institutional factors like ineffective agricultural extension services in rural communities can exacerbate such problems among smallholder farmers in SSA and other developing countries. Therefore, international development policies have prioritized strengthening rural extension systems to enhance access to effective extension services and thereby enhance food security outcomes like ineffective agriculturalpost-harvest loss reduction among rural households. As such, the US-Agency for International Development supported the Strengthening Agricultural and Nutrition Extension program in Malawi from 2015 to 2021 to improve access to rural extension services by promoting Agricultural Stakeholder Panels (ASPs)—platforms designed to enhance farmer interaction with local extension agents in rural communities and thereby enhance improved access to quality extension services in rural areas. The ASP approach can reduce post-harvest losses for major crops, such as maize. However, rigorous analyses of the effects of ASPs on post-harvest loss reduction remain limited. To address this knowledge gap, we apply recursive bivariate probit regression to primary survey data from 2134 households in Malawi to estimate the effects of the ASP approach on post-harvest loss reduction in 2018. The results show that ASPs reduced post-harvest losses among households by 53%, and a crucial outcome that can improve household food security. The result demonstrates that policies that strengthen rural extension systems can contribute to the achievement of the Sustainable Development Goals on hunger and food security in rural Malawi and similar contexts.",2024.0,Agriculture &amp; Food Security,Agriculture &amp; Food Security,"Festus O. Amadu, Paul E. McNamara",10.1186/s40066-024-00481-5,https://www.semanticscholar.org/paper/4a078035f1f3f477f4903c808ac82fd9ff7ae667,91.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://doi.org/10.1186/s40066-024-00481-5,"['JournalArticle', 'Review']",2024-07-22
The AI revolution with 21st century skills: Implications for the wage inequality and technical change,,2024.0,Scottish Journal of Political Economy,Scottish Journal of Political Economy,"Rachael Grant, Murat Üngör",10.1111/sjpe.12395,https://www.semanticscholar.org/paper/e41e93f49432b42a9fda898cd9e5eee192d71a1c,75.0,3.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-07-21
Using the evolution of knowledge to explain changes in farm size distribution and specialization,,2024.0,Canadian Journal of Agricultural Economics-Revue Canadienne D'Agroeconomie,Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie,Hanlin Wei,10.1111/cjag.12371,https://www.semanticscholar.org/paper/539ffef9be645e694cfc818fe1d6900bf6423005,20.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-07-17
Field observation and verbal exchange as different peer effects in farmers’ technology adoption decisions,"Farmers’ adoption of novel technologies is influenced by other farmers’ behavior, a phenomenon known as peer effects. Although such effects have been studied intensively, the literature does not clearly distinguish between those that result (1) from verbal exchanges with other farmers and (2) from field observations, including the application of technology, its outcomes, and field conditions. We extend existing theoretical concepts and hypothesize that verbal information exchanges and field observations are two types of peer effects. Using data from an online survey of German sugar beet farmers’ application of mechanical weeding from early 2022, we find that the likelihood of adopting mechanical weeding increases across all model specifications by around 26%–28% if at least one adopter is known and by approximately 30%–32% if at least one field is observed. The two types of peer effects complement and reinforce each other in explaining adoption decisions. The effects increase with the number of adopters known and fields observed but decrease with larger distances to the observed fields. The findings can support designing extension services and future peer effects research that should consider the distinction between peer effects arising from verbal exchanges and field observations.",2024.0,Agricultural Economics,Agricultural Economics,"Anna Massfeller, Hugo Storm",10.1111/agec.12847,https://www.semanticscholar.org/paper/08d0413eae0e6b409e1d442b199421817a4dc9ad,58.0,1.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://doi.org/10.1111/agec.12847,"['JournalArticle', 'Review']",2024-07-08
An empirical analysis of organic micro-level agricultural knowledge and innovation systems (microAKIS) in three federal states in Germany,,2024.0,The Journal of Agricultural Education and Extension,The Journal of Agricultural Education and Extension,"Elizabeth Grace Leonnig, Jonas Østergaard Nielsen",10.1080/1389224x.2024.2371293,https://www.semanticscholar.org/paper/26a9b5d037bdbfe2621d093b68d33084566f3938,36.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",True,https://www.tandfonline.com/doi/pdf/10.1080/1389224X.2024.2371293?needAccess=true,['JournalArticle'],2024-07-06
How Much Will Global Warming Cool Global Growth?,,2024.0,Social Science Research Network,SSRN Electronic Journal,"Ishan Nath, V. Ramey, Peter J. Klenow",10.3386/w32761,https://www.semanticscholar.org/paper/af4ae97a204054144ac10fbd30f66fc52b1476fe,95.0,9.0,0.0,,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,"['CaseReport', 'JournalArticle']",2024-07-01
"The Green Revolution, grain imports, and income divergence in the developing world",,2024.0,European Economic Review,European Economic Review,Kaixing Huang,10.1016/j.euroecorev.2024.104772,https://www.semanticscholar.org/paper/cc26f69981e0ccfef70b2cee887ca99677eb8112,54.0,0.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-07-01
Self‐control or social control? Peer effects on temptation consumption,,2024.0,Southern Economic Journal,Southern Economic Journal,Yating Chuang,10.1002/soej.12697,https://www.semanticscholar.org/paper/f064939da51b3a8dda6c26ccbc7d103e8e87c453,80.0,1.0,0.0,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,"['JournalArticle', 'Review']",2024-06-12
"Talking water: interplay of gender, trust and expertise in agricultural extension groups in Mendoza, Argentina","
 Stakeholder adaptation is a critical strategy to overcome changing climate patterns worldwide. Still it relies on the speed and effectiveness of information flow to end-users. Research shows that the loss of information in several stages of its spread and learning from peers is more important than the knowledge circulated by extension services. Women’s participation and contribution are supportive and strategic, depending on the level of agreement and the interplay of trust variables within the network. In the arid Andes, agriculture is central and dependent on water management and macroeconomic conditions that shape market prospects, irrigation practices, and stakeholder behavior. Data were collected using the platform of a capacity-building program for organisations of water users in the Diamante and Atuel River basins in Mendoza, Argentina. Social Network Analysis (SNA) contributes to unveiling the cornerstones of information flow by identifying group structures, strong bonds, and bottlenecks in water management systems. In the first step, we evaluated the characteristics (density, centrality, average shortest path, and degree) of the pre-existing relationships and five sub-topic networks. Second, we compare networks containing pre-existing links only with those formed during the lecture. Emphasizing adaptation practices to cope with climate change impacts, the results provide valuable insights into the intricate interplay of gender dynamics, trust, expertise recognition, and discussion patterns within water and agricultural extension groups in Argentina. These insights highlight the ongoing need to promote gender equity, address biases in expertise recognition, and leverage trust for meaningful knowledge exchanges within evolving social contexts. It also reveals the alignment of Argentina's gender performance with similar production setups in Southern America or the Global North, highlighting the universality of challenges and opportunities in fostering inclusive and equitable participation. Our findings indicate that each group within the two river basins exhibits numerous pre-existing links and tends to be less accessible to newcomers, resulting in a shorter average path. Thus, information can spread faster. Trust is an underlying facilitator for sensible topics and a catalyzer for communication.",2024.0,Environmental Research: Climate,Environmental Research: Climate,"F. S. Riera, C. Hunecke, Alejandro Juan Gennari",10.1088/2752-5295/ad557e,https://www.semanticscholar.org/paper/6e49dea62eacedad7b1d5543242a51f545a07a4e,53.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",True,https://iopscience.iop.org/article/10.1088/2752-5295/ad557e/pdf,['JournalArticle'],2024-06-07
Making sense of the shapes: What do we know about literacy learning in adulthood?,,2024.0,Economics of Education Review,Economics of Education Review,"J. Aker, Melita Sawyer, James Berry",10.1016/j.econedurev.2024.102537,https://www.semanticscholar.org/paper/34228596209fd427efc553acba62f331ddb6db65,52.0,3.0,0.0,,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-06-01
Menciptakan energi baru dengan biogas dari kotoran sapi,,2024.0,Journal of Climate Change Society,Journal of Climate Change Society,"Fajar Darma Utama Erianto, Hamdi, Nofi Yendri Sudiar",10.24036/jccs/vol2-iss1/20,https://www.semanticscholar.org/paper/e1e0ad7eeae6852bb845c0a178f960e1b4c4d668,24.0,0.0,0.0,,[],False,,['JournalArticle'],2024-05-31
Evaluating the impact of improved technology adoption in traditional poultry farming on potential outcomes of farmers: evidence from rural Togo,,2024.0,Cogent Food &amp; Agriculture,Cogent Food &amp; Agriculture,"Mawussi Kossivi Soviadan, Osama Ahmed, Z. Kubik, A. Enete, Chukwuemeka Uzoma Okoye, Thomas Glauben",10.1080/23311932.2024.2341091,https://www.semanticscholar.org/paper/ad81838c30954198fd5ea2e4ae76ce4a5b3c1b32,48.0,1.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}]",True,https://www.tandfonline.com/doi/pdf/10.1080/23311932.2024.2341091?needAccess=true,['JournalArticle'],2024-05-16
Social networks and economic transformation: Evidence from a resettled village in Brazil,,2024.0,Journal of Economic Behavior &amp; Organization,Journal of Economic Behavior &amp; Organization,"Margherita Comola, C. Inguaggiato, M. Mendola",10.1016/j.jebo.2024.03.001,https://www.semanticscholar.org/paper/53d26b12fb08f2185cd31086a02554d80d35d67b,54.0,1.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-05-01
Assessing Inequality and Its Translation on Economic Growth and Human Development in West Africa,,2024.0,Journal of Asian and African Studies,Journal of Asian and African Studies,"Alisa R. Shishkina, Cyril Gbeti",10.1177/00219096241243299,https://www.semanticscholar.org/paper/3b50767c46415b7449767122c4e467a163b47497,23.0,1.0,0.0,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]",False,,['JournalArticle'],2024-04-29
Social learning and the acquisition of information and knowledge—a network approach for the case of technology adoption,,2024.0,Oxford Economic Papers,Oxford Economic Papers,"Yazeed Abdul Mumin, Renan Goetz",10.1093/oep/gpae017,https://www.semanticscholar.org/paper/f7b0e95b7b26c7b3c22b40d911655a7ad610efa8,35.0,0.0,0.0,,"[{'category': 'Agricultural and Food Sciences', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]",False,,"['JournalArticle', 'Review']",2024-04-29
